,3-gram,*/*
6450,OSD,603482
6451,GHY,603233
6452,SYA,602816
6453,IDF,602631
6454,WNB,601571
6455,JEZ,601094
6456,AAV,601081
6457,UYG,600981
6458,PPB,600369
6459,OPW,600189
6460,SUU,599685
6461,JTH,599669
6462,LCD,599631
6463,YGY,599344
6464,MKE,599197
6465,UDB,597963
6466,FSR,597330
6467,PDI,597229
6468,BRD,596669
6469,FRS,596272
6470,CPP,595337
6471,LNO,594945
6472,MUO,594444
6473,NYP,594252
6474,SGS,593268
6475,DPR,592891
6476,XAD,592021
6477,EIX,591981
6478,MSM,590993
6479,ZVA,590916
6480,WOC,589384
6481,KGS,589032
6482,IJN,588660
6483,IRH,588454
6484,HIQ,588034
6485,TQM,587878
6486,ICB,587820
6487,NZW,587647
6488,USZ,587596
6489,GSP,587290
6490,CPC,587173
6491,JEK,587034
6492,CLS,586729
6493,SPF,586652
6494,VYW,584598
6495,UYV,584420
6496,XOC,583985
6497,LJU,583643
6498,NPH,582933
6499,HEH,581588
6500,NLV,581365
6501,SMC,581086
6502,YLP,579826
6503,MIJ,579704
6504,YCU,579328
6505,PWE,579104
6506,UIK,578834
6507,KFE,578484
6508,AGC,578214
6509,CBD,577798
6510,KOY,577744
6511,KJV,577361
6512,GZE,576783
6513,IPF,575620
6514,KPE,575175
6515,GII,573218
6516,WSS,573143
6517,NHC,572596
6518,IKR,571894
6519,EOK,570809
6520,CPL,570798
6521,GDI,570472
6522,LWR,570366
6523,RIR,569015
6524,FME,567117
6525,CPT,566185
6526,AJJ,565467
6527,NFF,565234
6528,CFT,564814
6529,WIK,564460
6530,WLB,564100
6531,JOF,563999
6532,DLC,563552
6533,MTV,563481
6534,AUA,562702
6535,FEK,562578
6536,SYI,562567
6537,BCC,562231
6538,EFD,560881
6539,LKB,560346
6540,FGO,560139
6541,QUU,559937
6542,RKG,559865
6543,PEQ,559044
6544,FSK,558709
6545,LNF,558683
6546,NMP,558531
6547,YAY,557931
6548,ECM,557635
6549,KUI,557427
6550,OKF,555863
6551,OSZ,555750
6552,QIA,555439
6553,TZW,555301
6554,HOZ,554865
6555,HVE,554731
6556,EVD,553821
6557,VYN,553594
6558,WMO,552528
6559,MYX,552498
6560,RMB,552258
6561,SFS,552103
6562,KSL,551996
6563,CUY,551039
6564,AUJ,549887
6565,IAW,549880
6566,PTM,549371
6567,IYO,549074
6568,IFC,547772
6569,HCI,547771
6570,QAD,547401
6571,HWY,546981
6572,RSZ,546974
6573,CRP,546710
6574,IDC,546358
6575,DHS,546297
6576,ECJ,545447
6577,OMC,545258
6578,AFP,545211
6579,WND,545199
6580,NUJ,545101
6581,KMU,544111
6582,MRE,543885
6583,NZB,543868
6584,WLT,543564
6585,HVA,542601
6586,HHS,542402
6587,GCH,541272
6588,ZNE,539883
6589,UZN,539883
6590,OXH,539368
6591,UZY,539329
6592,UKK,536454
6593,ZUG,535961
6594,CYO,535801
6595,RCM,534843
6596,AJN,533687
6597,RGN,533470
6598,DTO,531228
6599,PSL,530593
6600,GNR,530097
6601,UDC,529444
6602,GRM,528699
6603,UDF,528649
6604,PDS,527847
6605,HBS,527809
6606,CKJ,526753
6607,CGA,526125
6608,JPE,525916
6609,IUE,525447
6610,GHQ,524381
6611,YUP,523663
6612,MYK,523072
6613,GOK,522982
6614,KUF,522823
6615,UOQ,522022
6616,RCP,522006
6617,KDE,520941
6618,CHP,520683
6619,SAZ,520218
6620,DIQ,520028
6621,AZR,519983
6622,GTU,519969
6623,AOD,519961
6624,OTF,518569
6625,HPV,517782
6626,WLO,516640
6627,AOK,516315
6628,JHE,516224
6629,XYR,516006
6630,IAK,515974
6631,OLQ,515436
6632,BFI,515409
6633,TAQ,515094
6634,HFE,514972
6635,YOO,514874
6636,BCG,514458
6637,MWI,514029
6638,YPU,513593
6639,BNT,512034
6640,NYC,511824
6641,IVF,511614
6642,PTT,510261
6643,CSP,509502
6644,FCP,509184
6645,OIF,508718
6646,GEU,508683
6647,UUN,507619
6648,TYB,506863
6649,YSR,505799
6650,FMS,505682
6651,DYW,504595
6652,TGF,504366
6653,ZAV,504006
6654,MBF,503024
6655,CYG,503014
6656,HBV,502925
6657,BLS,502813
6658,NZU,502212
6659,WFI,501678
6660,AFM,501342
6661,EYG,501279
6662,LIW,500621
6663,MCQ,500346
6664,KOA,499606
6665,XHU,499604
6666,NMD,499560
6667,TUU,499447
6668,CNC,499074
6669,YLM,499065
6670,KBP,498870
6671,RJI,498074
6672,MCV,497777
6673,AFC,497401
6674,KOJ,494742
6675,KTE,494469
6676,RSQ,494265
6677,CBT,493832
6678,PDP,493670
6679,PSD,493236
6680,PFC,491622
6681,XSL,491554
6682,SNP,490559
6683,OUW,489264
6684,NPT,489149
6685,MLN,489066
6686,YGL,488770
6687,CSM,488040
6688,AEB,487991
6689,MDS,487339
6690,CCS,486964
6691,PML,485366
6692,CDI,485330
6693,IMK,485024
6694,RYZ,484596
6695,JPN,484274
6696,TEQ,483756
6697,WSD,483160
6698,SMR,482744
6699,PDO,482427
6700,ICZ,482421
6701,PNI,482363
6702,RZY,481062
6703,GYZ,481037
6704,YRG,481037
6705,DAQ,480617
6706,TNT,480407
6707,ZOH,480283
6708,HRD,479708
6709,TDI,479610
6710,GUF,478998
6711,FLP,478542
6712,ASF,478481
6713,OZL,478285
6714,FLG,477708
6715,FEP,477703
6716,ZEZ,476813
6717,JYA,476583
6718,AJY,476583
6719,MCW,476461
6720,EJB,476255
6721,MCS,475890
6722,GRP,474111
6723,IKL,472450
6724,JEP,472030
6725,AMK,471674
6726,WPI,471474
6727,MOJ,471441
6728,NKW,471390
6729,CVS,471209
6730,CCY,470845
6731,LBJ,470524
6732,PRK,469986
6733,VOB,469425
6734,RSR,469124
6735,MPC,468840
6736,NFS,468820
6737,XAR,468673
6738,KFR,468375
6739,GOZ,465358
6740,YSK,465294
6741,DTL,464580
6742,JCS,462819
6743,OGB,462414
6744,IEJ,462198
6745,PFR,462180
6746,PUJ,462175
6747,VCH,460814
6748,YAE,460541
6749,XYP,460192
6750,XIU,459744
6751,MBB,459486
6752,NUK,459406
6753,CSR,459357
6754,TLS,459278
6755,CBI,458544
6756,QAS,458130
6757,ICJ,457853
6758,DUU,456641
6759,MTR,456417
6760,EMC,456118
6761,MNU,456003
6762,TDM,455927
6763,NHL,455467
6764,ZCA,455127
6765,DTS,454997
6766,PCT,454384
6767,FOP,454009
6768,FYO,453976
6769,MFA,453613
6770,WUZ,453292
6771,EDV,453270
6772,FFD,453028
6773,VNT,452490
6774,ECB,452403
6775,EMT,452159
6776,VPO,451384
6777,TZL,451129
6778,MND,451101
6779,UKS,450709
6780,JOO,450267
6781,JIS,450202
6782,IRQ,450011
6783,TZO,449668
6784,PNG,449667
6785,ZYL,449362
6786,VTH,448567
6787,YKO,448119
6788,MTD,447652
6789,OHD,447191
6790,CML,446790
6791,VBA,444970
6792,GVE,444651
6793,VDS,444642
6794,SSK,443864
6795,YNM,443495
6796,YTL,443149
6797,IBD,442706
6798,POB,442381
6799,TLV,441435
6800,PFL,440849
6801,CBF,440784
6802,ZYI,439822
6803,BIW,439709
6804,CHG,438904
6805,LPM,438395
6806,MUB,438268
6807,UMW,438260
6808,GCS,438013
6809,MSW,437700
6810,FTM,437328
6811,VHD,437220
6812,JAQ,437186
6813,XOM,436681
6814,UFG,436573
6815,LPU,436078
6816,BVO,435794
6817,ZNA,435445
6818,ZUO,435210
6819,ZOB,434449
6820,PDR,433875
6821,YLT,433461
6822,PNP,433368
6823,USR,432807
6824,APW,432768
6825,IPK,432736
6826,UXB,431888
6827,HYI,431626
6828,TSS,431525
6829,LNG,431276
6830,LVY,430606
6831,RZI,430167
6832,BSH,427732
6833,KYD,427676
6834,FEX,427590
6835,AFB,427126
6836,VOV,427000
6837,ADK,426436
6838,TVS,426316
6839,FEF,425951
6840,YRC,425349
6841,ZIJ,425160
6842,PCH,425069
6843,HOJ,423605
6844,PMU,423426
6845,BGE,423419
6846,BPL,422314
6847,HRT,422276
6848,LCS,421355
6849,KCO,421267
6850,BLM,421217
6851,LCL,421201
6852,JOM,420359
6853,PKA,420241
6854,GEZ,420092
6855,KEC,419811
6856,ASV,419351
6857,CCF,418925
6858,OCN,417822
6859,NYX,417088
6860,IEI,417061
6861,MTA,416982
6862,FNA,416343
6863,LZN,416144
6864,OAZ,415801
6865,HNY,415696
6866,ECQ,415497
6867,TKY,414948
6868,TTK,414948
6869,SHP,414364
6870,YKI,414216
6871,WYK,414111
6872,OZN,414067
6873,CVI,413221
6874,ALJ,413085
6875,VOE,412931
6876,VHF,412815
6877,FOK,412769
6878,BEP,412366
6879,JPA,411971
6880,NBS,411583
6881,SKV,410709
6882,MDI,410496
6883,UKY,409657
6884,DRG,409561
6885,JIW,409313
6886,CRF,408302
6887,VHS,408030
6888,MMC,407934
6889,KUE,407918
6890,MEJ,407867
6891,SZL,407851
6892,WNU,407461
6893,RPY,406977
6894,AHT,406825
6895,VND,405933
6896,TZK,404049
6897,BIX,403444
6898,KYW,403443
6899,FBA,403035
6900,NKV,402456
6901,KVD,402456
6902,KGU,401844
6903,SJI,401577
6904,ASJ,401577
6905,DTV,401127
6906,GYO,400431
6907,OXL,400352
6908,LYF,399886
6909,PMM,399751
6910,WEM,399361
6911,JKS,399197
6912,WAW,399042
6913,YIM,398606
6914,IWW,397081
6915,BCR,397056
6916,BMD,396957
6917,PPT,396955
6918,IUC,396601
6919,UCN,396601
6920,IJE,396450
6921,NKC,396152
6922,IEY,395409
6923,GSG,395189
6924,NSJ,394975
6925,PRP,394947
6926,GTS,394539
6927,CIX,394445
6928,TDR,393894
6929,YKS,393478
6930,BZW,392936
6931,SLT,392625
6932,KUC,391096
6933,TCD,388960
6934,MMR,388339
6935,SHH,388147
6936,AUU,387979
6937,PAF,387594
6938,HSS,387403
6939,HRK,387198
6940,HCV,386586
6941,TRS,386386
6942,VLL,386280
6943,NFP,386050
6944,OIV,385975
6945,GLC,385629
6946,PYH,385093
6947,AXS,384938
6948,YQU,384882
6949,NYQ,384882
6950,DTP,384516
6951,PBA,383889
6952,ZWA,383685
6953,NGX,383424
6954,GXI,383424
6955,WUH,382036
6956,TRP,381544
6957,FAQ,380854
6958,RNK,380538
6959,UXH,380234
6960,YKN,379000
6961,OKT,378393
6962,UHF,378330
6963,GFL,378258
6964,TGI,377957
6965,TTW,377906
6966,OZC,377763
6967,ZKO,377545
6968,DDM,377167
6969,ICF,376757
6970,SDP,376646
6971,NZH,376491
6972,KSS,376094
6973,UUS,375388
6974,XAE,375213
6975,LJA,374677
6976,BLJ,374677
6977,GCC,373004
6978,BRZ,372695
6979,OCP,371992
6980,MLR,371736
6981,DCC,371709
6982,CSU,371664
6983,BMP,371250
6984,DFT,371095
6985,JLI,370034
6986,AJL,370034
6987,XBR,369942
6988,AGB,369657
6989,ZHD,369538
6990,HYU,369485
6991,PRL,369458
6992,CPO,369428
6993,RNC,368787
6994,SRH,368778
6995,PLL,368408
6996,GHK,368024
6997,DTD,367989
6998,OMK,367907
6999,PSM,367588
7000,PCF,367022
7001,KAJ,366808
7002,DHP,366454
7003,KSD,366182
7004,PSF,366030
7005,EPD,365076
7006,CPD,363530
7007,MSN,363510
7008,UKD,363502
7009,FPS,363146
7010,THV,363096
7011,YGN,361405
7012,DPS,361058
7013,YOW,361005
7014,YAJ,360380
7015,FSC,359945
7016,HMG,359185
7017,IHL,358744
7018,VSE,358660
7019,OXS,358627
7020,IIG,358604
7021,BPD,358023
7022,MRC,357423
7023,CYI,356745
7024,CGT,356548
7025,ZOY,356502
7026,EYK,356490
7027,YKJ,356490
7028,SCF,356227
7029,TRH,356071
7030,YWC,355947
7031,VGL,355884
7032,ZFE,355595
7033,OAI,355480
7034,PPD,355251
7035,GSR,354967
7036,OVL,354772
7037,KSU,354691
7038,IMT,354230
7039,FML,354106
7040,SFC,353347
7041,IJM,353299
7042,WTS,353258
7043,OIO,353197
7044,WBC,353140
7045,KIY,353105
7046,CWI,353018
7047,ZOU,352174
7048,BBB,352057
7049,MSL,352003
7050,CPE,351783
7051,UIJ,351620
7052,AHH,351230
7053,CUJ,350700
7054,YUH,350518
7055,LZM,349781
7056,KKH,349555
7057,XLY,349351
7058,XPS,349210
7059,WBY,348544
7060,PMN,348527
7061,KHW,347598
7062,UPJ,346355
7063,PJO,346355
7064,PBL,345761
7065,IEA,345703
7066,GFP,345235
7067,FGR,345193
7068,TDN,344371
7069,RDK,344335
7070,LIY,344290
7071,DPP,343728
7072,AMZ,343651
7073,FAF,343386
7074,ZVI,342907
7075,DSD,342239
7076,UOX,341115
7077,HPS,340995
7078,CTV,340860
7079,EBH,340566
7080,TJO,340174
7081,NTJ,340174
7082,LGH,340121
7083,ALQ,340005
7084,HLS,340001
7085,CDF,339855
7086,PKC,338436
7087,YSV,337902
7088,JNO,337827
7089,CSD,337652
7090,IPX,337114
7091,FSS,336747
7092,IIO,336732
7093,CMN,336661
7094,XYC,336426
7095,BPH,335860
7096,PFO,335569
7097,RYX,335533
7098,EEQ,335390
7099,DBS,335062
7100,VHI,334997
7101,RYU,334995
7102,XCV,334890
7103,DCI,334653
7104,PNS,333921
7105,WEU,333709
7106,SKB,333294
7107,IQS,333011
7108,RFM,332722
7109,DFS,332396
7110,KJE,331688
7111,GZI,331202
7112,HPO,330936
7113,KKU,330686
7114,ZSI,330683
7115,VAV,330572
7116,OMD,330102
7117,SKJ,330056
7118,KJO,330056
7119,IGC,329853
7120,GPM,329655
7121,YLH,329388
7122,YFE,329344
7123,CYX,329236
7124,CBO,329059
7125,KWR,329009
7126,ZNS,327845
7127,LYK,327350
7128,NLD,326930
7129,CVE,326889
7130,FEH,325504
7131,GUH,324664
7132,CNT,324324
7133,EWK,324090
7134,MLS,323969
7135,CFM,323907
7136,FCR,323664
7137,WMD,323612
7138,EMD,323517
7139,OZS,323382
7140,BRN,323218
7141,YJA,322830
7142,PYJ,322830
7143,MKH,322346
7144,HFR,322005
7145,TPN,321272
7146,WAJ,320025
7147,TCM,319842
7148,TMP,319715
7149,MFN,319675
7150,CCK,319259
7151,VIH,319213
7152,EBM,318938
7153,YUD,317918
7154,MHS,317856
7155,SVP,317358
7156,FDM,316976
7157,RSG,316842
7158,CDP,316735
7159,XOI,315991
7160,KYP,315580
7161,MPP,315566
7162,NKJ,315536
7163,BGO,315253
7164,UGR,314278
7165,SDF,314192
7166,WWF,313986
7167,RFP,313198
7168,XRD,312333
7169,KYN,312035
7170,ZEV,311942
7171,UMH,311915
7172,XFA,311833
7173,CPB,311466
7174,SBC,309551
7175,NUZ,309535
7176,BJA,309456
7177,IJD,308865
7178,FDP,308497
7179,MHD,308251
7180,MDL,308011
7181,PDM,307851
7182,KRT,307518
7183,CNO,307470
7184,JDB,307337
7185,IZD,307249
7186,AEI,306973
7187,FIP,306950
7188,NLM,306554
7189,HIY,306352
7190,PCL,306303
7191,RFT,306214
7192,TFS,305759
7193,SBS,305240
7194,CZI,305011
7195,WUT,304889
7196,KGO,304038
7197,NKG,304038
7198,AGF,303360
7199,NPD,302608
7200,BYD,302583
7201,BGP,301418
7202,TMJ,300696
7203,HRP,300569
7204,UGW,300189
7205,CGM,300139
7206,VAQ,299808
7207,FLS,299584
7208,UVU,299418
7209,RVN,299212
7210,OPJ,299019
7211,PJE,299019
7212,MRT,298568
7213,EKG,298528
7214,LCC,298391
7215,WLR,298304
7216,CFU,298054
7217,PBX,297442
7218,RVS,297011
7219,PSG,296751
7220,ZEW,296662
7221,XUN,296370
7222,AJM,296321
7223,SND,295458
7224,CFO,295377
7225,DWT,295377
7226,IHC,295189
7227,CCM,295093
7228,ORJ,294599
7229,UTV,294440
7230,NPN,294040
7231,FIU,293937
7232,CLV,293877
7233,BPM,293626
7234,NYU,293472
7235,PDC,293408
7236,OPG,293179
7237,DYB,292955
7238,LTN,292534
7239,XYA,292289
7240,RCC,292209
7241,YSW,292130
7242,ZAF,291948
7243,XOU,291731
7244,SCT,291392
7245,EOH,291338
7246,LZI,291083
7247,KKO,290612
7248,TCC,289908
7249,LPG,289852
7250,PMT,289425
7251,YDB,288752
7252,YHA,288589
7253,LCK,288531
7254,VCS,288352
7255,EYP,288237
7256,WFP,287943
7257,HHI,287937
7258,WLD,287793
7259,SLR,287630
7260,JIU,286361
7261,OIP,285701
7262,APF,285342
7263,ZNO,285158
7264,UHO,285131
7265,VOP,284955
7266,DRC,284899
7267,UYN,284647
7268,CWA,284471
7269,VMS,284224
7270,HKA,283727
7271,HDT,283711
7272,LMQ,283678
7273,EBK,283670
7274,BKN,283670
7275,YLB,283177
7276,IKY,283052
7277,QCD,282526
7278,HLG,282408
7279,PVA,282042
7280,HUV,281864
7281,LLV,281767
7282,DRZ,281584
7283,ZEJ,281584
7284,HYK,280847
7285,UDM,280816
7286,AAU,280740
7287,ZEF,280516
7288,VGA,279315
7289,PYW,278902
7290,FPR,278752
7291,UKL,278726
7292,FMR,278411
7293,CDT,277916
7294,QUT,277799
7295,LPW,276980
7296,ESG,276739
7297,IID,276646
7298,CTC,276620
7299,ZKR,276574
7300,MVP,276116
7301,AZH,276095
7302,IGD,276037
7303,HLT,275884
7304,WCR,275849
7305,TPS,275530
7306,YZS,275431
7307,ZST,275431
7308,OFY,275428
7309,PEH,275394
7310,PRT,275339
7311,XEU,275263
7312,RCQ,274940
7313,PII,274849
7314,XMO,274421
7315,EXM,274421
7316,VLD,273890
7317,PNA,273738
7318,HPR,273453
7319,QNS,272660
7320,FDD,272321
7321,NLS,272293
7322,NCN,272240
7323,UPM,272211
7324,EUA,272008
7325,BOJ,271753
7326,XHT,271532
7327,HDY,271283
7328,ECF,271168
7329,HHA,270913
7330,BTH,270370
7331,FHY,269459
7332,AAI,269458
7333,TYX,269420
7334,TRC,269155
7335,EQQ,269154
7336,SCP,268844
7337,SCN,268256
7338,UZH,268049
7339,BMJ,267796
7340,CLL,266962
7341,HLM,266877
7342,FMC,266828
7343,DRV,266678
7344,YOZ,266665
7345,TOJ,266598
7346,VNI,266419
7347,FLN,266257
7348,FSL,266222
7349,SLN,266222
7350,VSS,266038
7351,CGS,265729
7352,PLP,265576
7353,AAH,265344
7354,JAJ,265247
7355,DLS,265171
7356,DNP,265040
7357,FRP,264873
7358,SPX,264382
7359,AQS,264222
7360,XEY,263999
7361,JFE,263665
7362,HBC,263664
7363,MFC,263615
7364,DDC,263195
7365,DLP,262973
7366,GBU,262895
7367,TTT,262831
7368,KKN,262687
7369,CKK,262687
7370,FWH,262022
7371,WHM,262022
7372,OEG,261851
7373,VYS,260917
7374,KCR,260508
7375,AEE,260326
7376,XSE,259165
7377,PGS,259029
7378,NLF,258559
7379,ZIF,257944
7380,QLD,257878
7381,LTT,257212
7382,CLT,257151
7383,ZTS,256966
7384,QSA,256676
7385,ABP,256538
7386,CVP,256200
7387,SMP,256199
7388,BGL,255693
7389,BHP,255359
7390,TFP,255233
7391,DCT,255179
7392,CPG,255163
7393,HSW,255022
7394,MGH,254960
7395,ZAJ,254637
7396,IDJ,254605
7397,LRC,254160
7398,YSD,254091
7399,UHI,253853
7400,AUW,253784
7401,FPC,253482
7402,QOL,253272
7403,PLR,252976
7404,KIU,252797
7405,ZBI,252077
7406,CFD,251971
7407,BMC,251545
7408,MFS,250926
7409,HBH,250528
7410,BHB,250528
7411,YXE,250459
7412,GJI,250393
7413,NGJ,250393
7414,JIR,250286
7415,ALX,249782
7416,ETV,249679
7417,ICQ,249636
7418,WCC,248198
7419,FAP,248029
7420,TLL,248019
7421,MHI,247427
7422,IMD,247225
7423,DSR,247126
7424,DNB,245739
7425,DVT,245706
7426,DNR,245668
7427,CAZ,244815
7428,WNA,244800
7429,TLN,244757
7430,SPM,244160
7431,GIK,243905
7432,PRD,243865
7433,AQA,243712
7434,QAB,243712
7435,WOJ,243328
7436,UAU,243262
7437,KGA,243256
7438,PDG,243150
7439,DGF,243150
7440,FSM,242482
7441,UFB,242448
7442,HCC,242333
7443,XIK,241632
7444,LPC,241555
7445,VOZ,241514
7446,PPC,241410
7447,MUA,241157
7448,OWG,241087
7449,LHY,241037
7450,DMZ,240846
7451,PCE,240741
7452,RHS,240699
7453,MTB,240398
7454,TYG,240319
7455,PHC,240124
7456,RHW,239913
7457,OXW,239888
7458,XWO,239888
7459,BCP,239871
7460,KPD,239620
7461,GML,239141
7462,SGM,239141
7463,POQ,238892
7464,XYM,238389
7465,TLU,238206
7466,VBS,237728
7467,IGV,236453
7468,WHU,236213
7469,XMI,236093
7470,AJC,235434
7471,TRW,235150
7472,MRU,235084
7473,RTP,235067
7474,GSK,234576
7475,DTC,234086
7476,OEE,233696
7477,SWR,233312
7478,OEP,233168
7479,PVD,233056
7480,OPN,232632
7481,JPL,232456
7482,ZAY,232153
7483,FDN,232064
7484,WTP,231784
7485,BUA,231768
7486,GNG,231399
7487,BYH,230860
7488,PKU,230714
7489,DHH,230685
7490,VNE,230407
7491,LMB,230405
7492,LCM,230393
7493,UHM,230372
7494,PLD,230280
7495,HCN,229793
7496,CVA,229414
7497,TYW,229238
7498,CDD,229041
7499,WTU,228946
7500,EJM,228492
7501,MTF,228420
7502,CMM,228217
7503,CTW,228098
7504,YAI,227003
7505,CGH,226073
7506,VUD,225946
7507,MFG,225811
7508,AVP,225417
7509,ABK,225036
7510,WUM,224733
7511,BRS,224719
7512,WDM,224064
7513,GMC,223794
7514,DZI,223779
7515,PRN,223591
7516,RUU,223562
7517,SIW,223394
7518,PNC,223296
7519,CXI,223238
7520,PGO,223231
7521,YAA,223207
7522,VAO,223110
7523,FDG,222982
7524,PTP,222969
7525,RLL,222453
7526,XUE,222342
7527,SLP,222169
7528,TWY,221849
7529,YUZ,221832
7530,OYU,221832
7531,FYF,221276
7532,IUG,220912
7533,YEC,220849
7534,NMS,220764
7535,MMF,220702
7536,GNL,220052
7537,DAJ,219984
7538,HSB,219756
7539,BMT,219537
7540,RLV,219534
7541,PGP,219497
7542,KBY,219485
7543,LBM,219146
7544,FTT,217878
7545,NRR,217812
7546,NPP,217640
7547,FPG,217380
7548,CRH,217077
7549,SDY,216929
7550,MDU,216740
7551,EOY,216733
7552,SDH,216330
7553,GBS,216242
7554,TJE,215817
7555,ETJ,215817
7556,UDV,215757
7557,GOH,215429
7558,EZB,214998
7559,ZBO,214998
7560,JAA,214877
7561,OUY,214846
7562,MTC,214605
7563,NCP,214511
7564,SLS,214336
7565,GVH,214179
7566,PRZ,214146
7567,SVC,214038
7568,HTP,213881
7569,OGF,213693
7570,CFP,213621
7571,WDH,213557
7572,OFC,213490
7573,TWP,213457
7574,LHR,213436
7575,TXT,213129
7576,WMS,213051
7577,DDD,212927
7578,ZSA,212921
7579,IZS,212921
7580,EFN,212739
7581,RZK,212547
7582,MNR,212294
7583,YOA,211791
7584,WNM,211547
7585,CGL,211529
7586,TGL,211529
7587,PSR,211486
7588,ZGI,211334
7589,VCC,211048
7590,XYH,210980
7591,AIY,210901
7592,TMV,210895
7593,FGF,210885
7594,ZMI,210689
7595,NUH,210631
7596,AFH,210282
7597,FMD,210126
7598,SVS,209902
7599,VST,209902
7600,QTL,209902
7601,NLP,209893
7602,DMF,209592
7603,HLV,209351
7604,ELJ,208966
7605,UGC,208740
7606,YIP,208559
7607,RGV,208198
7608,IXB,208189
7609,XBY,208189
7610,MBT,208167
7611,BZH,208154
7612,OBZ,208154
7613,PMC,208056
7614,DAX,207852
7615,GDU,207663
7616,BSS,207661
7617,BPE,207498
7618,AZN,207338
7619,IDH,207253
7620,TFT,207123
7621,YIC,207081
7622,ITP,206784
7623,LTC,206520
7624,MLC,206425
7625,DTT,206332
7626,YLD,206153
7627,IVS,206136
7628,APJ,206123
7629,GCM,205830
7630,RPG,205803
7631,SZI,205133
7632,WAE,205123
7633,MTT,204979
7634,HCF,204730
7635,IVC,204034
7636,MQU,203434
7637,PUK,203150
7638,OOX,203091
7639,FBE,202902
7640,FFB,202902
7641,SDK,202834
7642,DCF,202802
7643,HRC,202559
7644,PBG,202352
7645,BGC,202352
7646,JDS,202175
7647,UAF,202116
7648,TJI,202015
7649,CSL,201784
7650,NJY,201711
7651,MVA,201606
7652,NXE,201406
7653,SQR,201357
7654,CMT,201345
7655,ITJ,200860
7656,TJA,200860
7657,JND,200537
7658,GSS,200490
7659,IXF,200376
7660,IZC,200181
7661,RZS,199895
7662,IFK,199887
7663,FKI,199887
7664,WOY,199826
7665,DOJ,199754
7666,PWM,199720
7667,DCM,199704
7668,TCS,199575
7669,AXC,199563
7670,LNW,199406
7671,MZA,199033
7672,FUA,198561
7673,NMY,198493
7674,MVS,198436
7675,RPF,198314
7676,SKM,198179
7677,OXG,198087
7678,XGL,198087
7679,TBT,197675
7680,VSN,196915
7681,GPR,196770
7682,CFI,196709
7683,AQF,196684
7684,WAQ,196684
7685,VSD,196386
7686,LCP,196064
7687,PGE,196024
7688,MTG,195886
7689,LMW,195820
7690,HJA,195243
7691,SVM,195152
7692,SCD,194848
7693,NGQ,194309
7694,GQI,194309
7695,BMR,194233
7696,VCO,193836
7697,PFF,193801
7698,ZIV,193483
7699,RDJ,193280
7700,GYB,193226
7701,KMI,192999
7702,VIY,192698
7703,EEY,192520
7704,MDC,192389
7705,MLP,192328
7706,DYT,192096
7707,WBS,191913
7708,PDU,191844
7709,GMD,191731
7710,AHV,191635
7711,WWO,191572
7712,OWW,191572
7713,CMY,191535
7714,LTB,191451
7715,SRM,191357
7716,BHC,191284
7717,SRT,191167
7718,OMH,190302
7719,TNY,189894
7720,YNS,189735
7721,KNT,189544
7722,USW,189542
7723,SGB,189127
7724,GPC,188912
7725,PCK,188843
7726,CMR,188440
7727,PRF,188394
7728,PVP,187981
7729,KSR,187950
7730,RGT,187014
7731,CLP,186958
7732,RLC,186625
7733,TLT,186501
7734,VMA,186471
7735,GNN,186330
7736,SPQ,185964
7737,KLM,185878
7738,PBC,185622
7739,NRM,185236
7740,HGH,185110
7741,DHT,184880
7742,LJE,184692
7743,SPT,184686
7744,OIZ,184400
7745,KKK,184092
7746,AVC,184060
7747,EHS,184043
7748,SMB,183794
7749,FLR,183711
7750,STK,183686
7751,TKN,183686
7752,RZF,183650
7753,UOH,183582
7754,XAZ,183232
7755,ECP,183039
7756,JNR,182989
7757,GBT,182931
7758,LGB,182931
7759,OMG,182654
7760,PMI,182406
7761,ZDI,181860
7762,SRP,181542
7763,UOA,181517
7764,BSD,181135
7765,EMR,181131
7766,MBM,180886
7767,MQV,180552
7768,QVI,180552
7769,SSD,180425
7770,NRW,180317
7771,SLC,180278
7772,NKU,180201
7773,FKO,180181
7774,EFK,180181
7775,DWH,180151
7776,CVC,180131
7777,ABG,180112
7778,XSA,179983
7779,ZEY,179659
7780,NDZ,179659
7781,OBC,179592
7782,SNS,179563
7783,HTD,179512
7784,DPM,179339
7785,YOH,179255
7786,WTR,179244
7787,CPK,179225
7788,AXF,179224
7789,XFI,179224
7790,VRM,178988
7791,DLR,178893
7792,XSW,178644
7793,PPG,178157
7794,AVM,178069
7795,KSV,178059
7796,XRA,177773
7797,HMC,177182
7798,BNP,177171
7799,RTD,176896
7800,TYD,176700
7801,BFU,176657
7802,OBF,176657
7803,PDT,176633
7804,LMC,176566
7805,NHK,176425
7806,LTV,175832
7807,TDC,175766
7808,UUT,175472
7809,CFE,175009
7810,BPP,174853
7811,DMC,174798
7812,EUH,173927
7813,LRR,173423
7814,BUJ,173398
7815,YSG,173330
7816,JMS,173307
7817,KHP,173253
7818,ZRE,173109
7819,MTX,173107
7820,CTP,172958
7821,SDC,172641
7822,PKK,172635
7823,FWE,172562
7824,EFW,172562
7825,JBL,172549
7826,VFR,172247
7827,TDD,171977
7828,IAJ,171967
7829,TPD,171951
7830,TZF,171945
7831,MKS,171805
7832,PUH,171422
7833,LFV,171411
7834,FVE,171411
7835,WCT,171388
